#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,1001,91201,1000000,Retribucions  Bàsiques Càrrecs Electes,736670.15,0,,666350.12
,,1001,91201,1600000,Seguretat Social,182690.64,0,,173167.83
,,1100,15120,2260217,Gestió i publicitat Llei de Barrris,43000,63124.55,,103896.77
,,1100,49100,2260300,Anuncis oficials,1200,0,,0
,,1100,49100,2269900,Altres despeses,5500,0,,233.53
,,1100,49100,2270600,Estudis i treballs tècnics,24000,0,,18542.52
,,1100,49100,4890901,Quota CCMEUR,500,0,,454.37
,,1100,92001,1100000,Retribucions Bàsiques Eventual Gabinets,26883.6,0,,46820.23
,,1100,92001,1100100,Retribucions Complementàries Eventual Ga,107116.4,0,,166259.46
,,1100,92001,1200100,SOUS DEL GRUP A2.,0,0,,16847.18
,,1100,92001,1200600,TRIENNIS.,0,0,,2336.1
,,1100,92001,1210000,COMPLEMENT DE DESTINACIÓ.,0,0,,6210.18
,,1100,92001,1210100,COMPLEMENT ESPECÍFIC.,0,0,,14507.64
,,1100,92001,1300000,Retribucions bàsiques personal laboral,33535.96,0,,34501.41
,,1100,92001,1300200,Altres retribucions personal laboral,14332.92,0,,16983.22
,,1100,92001,1600000,Seguretat Social,40863,0,,74463.74
,,1100,92200,4660100,Transferència a la Federació de Municipis de Catalunya,25000,-5564.43,,19435.57
,,1110,91202,1100000,Retribucions Bàsiques Eventual Gabinets,18064.94,0,,17691.42
,,1110,91202,1100100,Retribucions Complementàries Eventual Ga,46558.2,0,,46955.3
,,1110,91202,1600000,Seguretat Social,13941.48,0,,14359.56
,,1110,91204,4890500,Transferències als grups municipals,77700,0,,77699.92
,,1120,49101,4670200,Transferències a Localret,15000,0,,13683.15
,,1120,92003,1200400,Retribució sou base funcionari C2,10344.95,0,,10396.81
,,1120,92003,1200600,Triennis,922.08,0,,927.21
,,1120,92003,1210000,Complement Destí  funcionaris,3152.16,0,,3167.94
,,1120,92003,1210100,Complement específic funcionaris,7175.64,0,,7211.46
,,1120,92003,1300000,Retribucions bàsiques personal laboral,171893.32,0,,176543.24
,,1120,92003,1300100,Hores extraordinàries,0,0,,464.29
,,1120,92003,1300200,Altres retribucions personal laboral,45571.56,0,,51422.04
,,1120,92003,1310000,Retribucions personal Laboral eventual,62051,0,,57139.98
,,1120,92003,1510000,Gratificacions treballs extraordinaris,0,0,,37.35
,,1120,92003,1600000,Seguretat Social,98131.01,0,,92994.01
,,1120,92003,1620900,Altres despeses socials (premis antiguitat),0,0,,1218.8
,,1120,92003,2130100,Manteniment instal.lacions,2000,0,,0
,,1120,92003,2200000,Material d'oficina,20000,0,,16563.73
,,1120,92003,2200100,"Premsa, revistes, llibres i altres publicacions",33500,0,,24052.07
,,1120,92003,2200200,Material informàtic,5000,-205.7,,0
,,1120,92003,2260200,Publicitat i propaganda,62500,28146,,93126.86
,,1120,92003,2260300,Anuncis oficials,1000,0,,0
,,1120,92003,2269900,Altres despeses,6000,1200,,12062.65
,,1120,92003,2270600,Estudis i treballs tècnics,20000,0,,13478.07
,,1120,92003,6400000,Despeses en inversions de caràcter immaterial,0,205.7,,0
,,1200,91203,1200300,Retribució sou base funcionari C1,78266.76,0,,83270.73
,,1200,91203,1200600,Triennis,10757.16,0,,11791.35
,,1200,91203,1210000,Complement Destí  funcionaris,24663.48,0,,23106.83
,,1200,91203,1210100,Complement específic funcionaris,72889.68,0,,71298.64
,,1200,91203,1210300,Altres complements funcionaris,2794.08,0,,5286.2
,,1200,91203,1300000,Retribucions bàsiques personal laboral,67979.84,0,,68377.48
,,1200,91203,1300200,Altres retribucions personal laboral,24518.4,0,,24584.33
,,1200,91203,1510000,Gratificacions treballs extraordinaris,0,0,,288.18
,,1200,91203,1600000,Seguretat Social,75364.24,0,,74578.22
,,1200,91203,1620900,Altres despeses socials (premis antiguitat),0,0,,775.6
,,1200,91203,2230000,Transports,400,0,,54.17
,,1200,91203,2260100,Atencions protocolàries,7200,0,,8719.28
,,1200,91203,2260900,Actes i exposicions,16000,5564.43,,27767.32
,,1200,91203,2269900,Altres despeses,19800,26090,,29539.52
,,1200,91203,4890300,Transferències entitats,0,8000,,0
,,1200,92400,4890300,TRANSFERENCIES ENTITATS,0,5000,,10700
,,1210,91203,1100000,Retribucions Bàsiques Eventual Gabinets,34907.04,0,,35233.91
,,1210,91203,1100100,Retribucions Complementàries Eventual Ga,58649.44,0,,60557.67
,,1210,91203,1200300,Retribució sou base funcionari C1,49654.06,0,,50440.39
,,1210,91203,1200400,Retribució sou base funcionari C2,12163.54,0,,12224.59
,,1210,91203,1200600,Triennis,8472.72,0,,8510.67
,,1210,91203,1210000,Complement Destí  funcionaris,17939.52,0,,18019.09
,,1210,91203,1210100,Complement específic funcionaris,39594.48,0,,42372.46
,,1210,91203,1210300,Altres complements funcionaris,15198.72,0,,15248.94
,,1210,91203,1300000,Retribucions bàsiques personal laboral,163793.92,0,,157421.25
,,1210,91203,1300200,Altres retribucions personal laboral,18243.84,0,,16722.23
,,1210,91203,1430000,Despeses per substitucions,0,0,,3459.95
,,1210,91203,1510000,Gratificacions treballs extraordinaris,0,0,,96.06
,,1210,91203,1600000,Seguretat Social,125864.21,0,,121455.26
,,1210,91203,1620900,Altres despeses socials (premis antiguitat),0,0,,554
,,1500,32609,2269900,Altres despeses-Ciutat Universitària,15000,0,,14033.42
,,1500,92300,2269900,Altres despeses-transparència,5000,0,,15360.67
,,1500,92400,1300000,Retribucions bàsiques personal laboral,31154.84,0,,31311.03
,,1500,92400,1300200,Altres retribucions personal laboral,3756.6,0,,3775.38
,,1500,92400,1600000,Seguretat social,11048.52,0,,11203.2
,,1500,92400,4890100,Altres transferències (beques estudis PAM),14000,0,,9075
,,1500,92402,2260900,Actes i exposicions,0,8962.17,,0
,,1500,92402,2270600,Estudis i treballs tècnics,0,2854,,1823.82
,,1500,92403,1300000,Retribucions bàsiques personal laboral,31552.62,0,,31785.19
,,1500,92403,1300200,Altres retribucions personal laboral,3756.6,0,,3702.34
,,1500,92403,1600000,Seguretat social,11188.56,0,,10521.67
,,1500,92403,2269914,Dinamització de processos,0,80000,,95056.58
,,1500,92403,2269999,Despeses subvencions EN ESPÈCIE,0,0,,673.45
,,1500,92404,2269900,Altres despeses-procès participatiu PAM,26000,3482.83,,11005.38
,,1500,92405,2269900,Altres despeses-regidories de districtes,10000,0,,5698.51
,,1600,23109,1300000,Retribucions bàsiques personal laboral,63946.64,0,,64372.95
,,1600,23109,1300200,Altres retribucions personal laboral,7733.76,0,,7666.84
,,1600,23109,1600000,Seguretat social,22749.84,0,,22907.96
,,1600,23109,2190000,REPARACIONS ALTRE IMMOBILITZAT MATERIAL.,0,0,,447.7
,,1600,23109,2200100,"Premsa, revistes, llibres i altres publicacions",3000,0,,1850.85
,,1600,23109,2230000,Transports,0,0,,17134.56
,,1600,23109,2260900,Actes i exposicions,30000,28000,,10713.28
,,1600,23109,2269900,Programa joves i cooperació i altres despeses,38000,0,,9054.21
,,1600,23109,2270600,Estudis i treballs tècnics,17000,0,,20901.81
,,1600,23109,2279909,Altres treballs realitzats per empreses i profesionals,0,26080.48,,74063.77
,,1600,23109,2279910,Contractes activitats artístiques i culturals,0,0,,7216.75
,,1600,23109,2312000,Despeses de locomoció del personal no directiu,0,0,,152.14
,,1600,23109,4890100,"Altres transferències, ajuts i emergències",185000,-26080.48,,158919.52
,,1900,92025,1200000,Retribucions bàsiques funcionari A1,18532.52,0,,18625.25
,,1900,92025,1200600,Trienis,2067.84,0,,2078.4
,,1900,92025,1210000,Complement destí funcionaris,6622.56,0,,6655.68
,,1900,92025,1210100,Complement específic funcionaris,14351.4,0,,14423.1
,,1900,92025,1300000,Retribucions bàsiques personal laboral,75209.8,0,,79092.6
,,1900,92025,1300200,Altres retribucions personal laboral,17121.6,0,,13413.72
,,1900,92025,1600000,Seguretat social,39310.92,0,,25978.73
,,1900,92025,2269900,Altres despeses (web municipal),2000,17000,,18936.25
,,2000,15000,4490300,"Transferències a Gramepark, SA",1500000,-89153.11,,1410846.89
,,2000,15000,7490000,Transferències de capital,2000000,3143679.41,,5143679.41
,,2000,23119,4890600,Transferències a les famílies-Majors 65 anys,25000,0,,3990
,,2000,23120,4890600,Transferències a les famílies-Monoparentals,25000,0,,6790
,,2000,23122,4890600,Transferències a les famílies-Aturats,250000,-245000,,3220
,,2000,24100,4490100,"Transferències a Grameimpuls, SA",1070000,275000,,1345000
,,2000,24100,4490101,"Transferències a Grameimpuls, SA (Llei Barris/ cofinançament",450000,0,,450000
,,2000,24100,4490200,Fons Pla d'ocupació,700000,0,,700000
,,2000,24101,4490100,Transferències a GrameImpuls,0,11392093.92,,3801220.92
,,2000,24101,7490002,Transferències a Grameimpuls SA,0,512000,,12000
,,2000,32606,4110200,Transferència Patronat Municipal de la Música,368000,72482.5,,440482.5
,,2000,32609,2279913,"Convenis (UNED, Torribera)",288000,0,,237330.88
,,2000,43200,2269900,Altres despeses,58000,-58000,,0
,,2000,43300,4790000,ALTRES SUBVENCIONS A EMPRESES PRIVADES.,0,298714.9,,0
,,2000,92901,5000000,Fons contingència LOEPSF 2/2012,500000,-500000,,0
,,2000,93100,2200100,"Premsa, revistes i llibres",2000,0,,742.76
,,2000,93100,2260300,Anuncis oficials,500,0,,894.36
,,2000,93100,2269900,Altres despeses,20000,-12000,,2628.51
,,2000,93100,2270600,Estudis i treballs tècnics,2000,0,,7066.4
,,2000,93100,4890100,Altres transferències,0,27000,,9962.25
,,2000,93101,1100000,Retribucions Bàsiques Eventual Gabinets,16733.4,0,,16459.86
,,2000,93101,1100100,Retribucions Complementàries Eventual Ga,50558.2,0,,50848.66
,,2000,93101,1600000,Seguretat Social,13941.48,0,,14359.56
,,2000,94301,4640100,Transferències a AMB PAMMU,1329116.32,0,,1329116.32
,,2000,94301,4640200,Transferències a AMB  PMTE,2954000,146596.68,,3100596.68
,,2010,93101,1200000,Retribució sou base funcionari A1,17483.68,0,,0
,,2010,93101,1200300,Retribució sou base funcionari C1,25095.76,0,,25390.32
,,2010,93101,1200600,Triennis,6008.28,0,,4908.96
,,2010,93101,1210000,Complement Destí  funcionaris,15749.04,0,,9564.48
,,2010,93101,1210100,Complement específic funcionaris,25626.72,0,,16814.8
,,2010,93101,1300000,Retribucions bàsiques personal laboral,25208.36,0,,25335.47
,,2010,93101,1600000,Seguretat Social,30667.93,0,,22539.32
,,2010,93101,1620900,Altres despeses socials (premis antiguitat),0,0,,332.4
,,2100,43200,1300000,Retribucions bàsiques personal laboral,26213.2,0,,26344.49
,,2100,43200,1300200,Altres retribucions personal laboral,13544.04,0,,13611.78
,,2100,43200,1600000,Seguretat social,12720.84,0,,12761.93
,,2100,43200,2269900,Altres despeses diverses,0,64000,,63395.79
,,2200,43000,1200000,Retribucions sou base A1,18865.58,0,,21315.49
,,2200,43000,1200100,Retribucions sou base A2,15428.3,0,,15188.36
,,2200,43000,1200300,Retribucions sou base C1,12678.68,0,,14103.11
,,2200,43000,1200600,Trienis,8832.72,0,,8170.42
,,2200,43000,1210000,Complement destí funcionaris,15104.28,0,,14402.71
,,2200,43000,1210100,Complement específic funcionaris,32974.08,0,,34114.42
,,2200,43000,1300000,Retribucions bàsiques personal laboral,33641.46,0,,58168.55
,,2200,43000,1300200,Altres retribucions personal laboral,13651.08,0,,11390.79
,,2200,43000,1600000,Seguretat social,40532.28,0,,36238.91
,,2200,43000,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,,0
,,2200,43130,2270100,Seguretat,0,0,,74049.5
,,2200,43200,2269900,Altres despeses,95000,-10500,,5087.44
,,2200,43300,2260300,Anuncis oficials,1000,0,,1088.4
,,2200,43300,2269900,Altres despeses,85000,70158.7,,110316.6
,,2200,43300,2279900,Altres treballs realitzats altres empreses i professionals,0,74417,,66971.66
,,2200,43300,4890100,Altres tranferències,100000,43093.58,,99220.89
,,2300,93202,1200000,Retribució sou base funcionari A1,45941.5,0,,25098.94
,,2300,93202,1200100,Retribució sou base funcionari A2,16298.68,0,,16380.2
,,2300,93202,1200300,Retribució sou base funcionari C1,122449.46,0,,129004.43
,,2300,93202,1200400,Retribució sou base funcionari C2,33343.72,0,,22044.28
,,2300,93202,1200600,Triennis,26547.72,0,,24125
,,2300,93202,1210000,Complement Destí  funcionaris,67795.44,0,,65664.36
,,2300,93202,1210100,Complement específic funcionaris,148326.24,0,,141457.18
,,2300,93202,1210300,Altres complements funcionaris,5998.68,0,,4549.47
,,2300,93202,1300000,Retribucions bàsiques personal laboral,2595.06,0,,23767.45
,,2300,93202,1300200,Altres retribucions personal laboral,10323.12,0,,10288.69
,,2300,93202,1510000,Gratificacions treballs extraordinaris,0,0,,762.06
