#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,1000,15004,12000,SOUS DEL GRUP A1.,0,0,0,0
,,1000,15004,12001,SOUS DEL GRUP A2.,0,0,0,0
,,1000,15004,12003,SOUS DEL GRUP A2.,0,0,0,0
,,1000,15004,12006,TRIENNIS.,0,0,0,0
,,1000,15004,12100,COMPLEMENT DE DESTINACIÓ.,0,50000,50000,0
,,1000,15004,12101,COMPLEMENT ESPECÍFIC.,0,0,0,0
,,1000,15004,13000,RETRIBUCIONS BÀSIQUES.,0,0,0,0
,,1000,15004,13002,ALTRES REMUNERACIONS.,0,0,0,0
,,1000,15004,15000,Productivitat,0,0,0,3759.66
,,1000,15004,16000,Seguretat social,0,0,0,221
,,1000,15004,22602,Publicitat i propaganda,0,0,0,0
,,1000,15004,22706,Estudis i treballs tecnics,0,180551.09,180551.09,126941.63
,,1000,92001,11000,RETRIBUCIONS BÀSIQUES.,0,0,0,8556.18
,,1000,92001,11001,RETRIBUCIONS COMPLEMENTÀRIES.,0,0,0,23743.44
,,1000,92001,12001,SOUS DEL GRUP A2.,0,0,0,0
,,1000,92001,12004,Sous del grup C2,0,0,0,4367.38
,,1000,92001,12103,ALTRES COMPLEMENTS.,0,0,0,2595.08
,,1000,92001,13000,RETRIBUCIONS BÀSIQUES.,0,0,0,0
,,1000,92001,13002,ALTRES REMUNERACIONS.,0,0,0,0
,,1000,92001,15000,Productivitat,0,0,0,6706.93
,,1000,92001,22617,Gestió i publicitat Llei de Barrris,76894,39997.65,116891.65,105784.48
,,1000,92001,22620,Gestió i publicitat I. Urbana,0,0,0,0
,,1000,92001,22699,Altres despeses,2500,0,2500,2464.72
,,1000,92001,22706,Estudis i treballs tècnics,15814.5,0,15814.5,23601.76
,,1000,92001,44901,"Transferències a Grameimpuls, SA (Llei Barris)",89239.8,-87439.8,1800,0
,,1000,92001,12000,Retribució sou base funcionari A1,64245.49,0,64245.49,66249.28
,,1000,92001,12003,Retribució sou base funcionari C1,13387.47,0,13387.47,11994.44
,,1000,92001,12006,Triennis,6436.11,0,6436.11,9356.28
,,1000,92001,12100,Complement Destí  funcionaris,24645.48,0,24645.48,29559.32
,,1000,92001,12101,Complement específic funcionaris,49652.88,0,49652.88,70154.39
,,1000,92001,13100,Retribucions personal Laboral eventual,41455.9,0,41455.9,41455.96
,,1000,92001,16000,Seguretat Social,46502.73,0,46502.73,55049.77
,,1000,92011,22602,Anuncis oficials,1258,0,1258,0
,,1000,92505,22699,Altres despeses,6000,0,6000,7463.5
,,1001,91201,48905,Transferències als Grups municipals,74100,0,74100,71300
,,1001,91201,10000,Retribucions  Bàsiques Càrrecs Electes,901472.4,0,901472.4,907300.11
,,1001,91201,16000,Seguretat Social,232326.72,0,232326.72,225873.4
,,1001,91201,16009,MUFACE,1541.52,0,1541.52,1072.25
,,1001,91202,14300,Despeses per substitucions,0,0,0,4525.58
,,1001,91202,15000,Productivitat,0,0,0,13499.49
,,1001,91202,15100,Gratificacions treballs extraordinaris,0,0,0,4133.02
,,1001,91202,11000,Retribucions Bàsiques Eventual Gabinets,17280.48,0,17280.48,15000.42
,,1001,91202,11001,Retribucions Complementàries Eventual Ga,31341.12,0,31341.12,29520.3
,,1001,91202,12003,Retribució sou base funcionari C1,57676.86,0,57676.86,53072.56
,,1001,91202,12004,Retribució sou base funcionari C2,13853.2,0,13853.2,12027.31
,,1001,91202,12006,Triennis,5616.6,0,5616.6,6067.11
,,1001,91202,12100,Complement Destí  funcionaris,17761.32,0,17761.32,18676.35
,,1001,91202,12101,Complement específic funcionaris,48176.64,0,48176.64,58333.53
,,1001,91202,12103,Altres complements funcionaris,10134.48,0,10134.48,10542.65
,,1001,91202,13000,Retribucions bàsiques personal laboral,148542.43,-25000,123542.43,121591.54
,,1001,91202,13002,Altres retribucions personal laboral,15702.24,0,15702.24,16004.66
,,1001,91202,16000,Seguretat Social,103853.26,0,103853.26,102851.1
,,1001,91203,23000,Dietes càrrecs electes,4000,0,4000,133.35
,,1001,91203,23100,Locomoció càrrecs electes,10000,-1500,8500,1690.82
,,1100,91203,22609,Actes i exposicions,30000,0,30000,25620.02
,,1100,91203,22699,Altres despeses,10302.43,0,10302.43,7931.64
,,1100,91203,48901,Altres transferències,10000,10000,20000,18750
,,1100,92001,15000,Productivitat,0,0,0,3717.48
,,1100,92001,11000,Retribucions Bàsiques Eventual Gabinets,16418.4,0,16418.4,16331.72
,,1100,92001,11001,Retribucions Complementàries Eventual Ga,50486.35,0,50486.35,48492.33
,,1100,92001,16000,Seguretat Social,12318.84,0,12318.84,12545.51
,,1100,94301,46601,Transferències a la  Federació municipis,23513.49,0,23513.49,23513.49
,,1100,94301,46603,Transferències al  Fòrum Barcelonès Nord,7000,0,7000,4320
,,1110,91203,15000,Productivitat,0,0,0,2590.87
,,1110,91203,22300,Transports,433.5,0,433.5,0
,,1110,91203,22601,Atencions Protocolàries,10251,0,10251,5704.99
,,1110,91203,22699,Altres despeses,9817.5,3000,12817.5,16215.03
,,1110,91203,13000,Retribucions bàsiques personal laboral,36856.05,0,36856.05,35955.57
,,1110,91203,13002,Altres retribucions personal laboral,6763.68,0,6763.68,5827.54
,,1110,91203,16000,Seguretat Social,11858.28,0,11858.28,12108.62
,,1120,49101,13001,HORES EXTRAORDINÀRIES,0,0,0,1543
,,1120,49101,15000,Productivitat,0,0,0,21893.33
,,1120,49101,22001,"Premsa, revistes i llibres",17000,0,17000,20915.32
,,1120,49101,22602,Publicitat i propaganda,0,0,0,13266.19
,,1120,49101,22699,Altres despeses,5355,15000,20355,3129.17
,,1120,49101,11000,Retribucions Bàsiques Eventual Gabinets,13308.6,0,13308.6,13308.6
,,1120,49101,11001,Retribucions Complementàries Eventual Ga,67528.8,0,67528.8,62072.45
,,1120,49101,12004,Retribució sou base funcionari C2,11327.25,0,11327.25,10171.51
,,1120,49101,12006,Triennis,483.3,0,483.3,519.1
,,1120,49101,12100,Complement Destí  funcionaris,3120.84,0,3120.84,3120.84
,,1120,49101,12101,Complement específic funcionaris,5943.72,0,5943.72,7104.84
,,1120,49101,13000,Retribucions bàsiques personal laboral,296375.19,-1948.83,294426.36,294311.29
,,1120,49101,13002,Altres retribucions personal laboral,60272.4,0,60272.4,67030.68
,,1120,49101,13100,Retribucions personal Laboral eventual,30470.36,0,30470.36,31296.1
,,1120,49101,14300,Despeses per substitució,22380.8,68000.32,90381.12,22381.12
,,1120,49101,16000,Seguretat Social,144695.54,0,144695.54,148651.87
,,1120,49102,44902,"Transferències a Grametres, SA",0,0,0,0
,,1120,49103,46702,Transferències a localret,14278,0,14278,14006.89
,,1120,92003,21301,Manteniment instal.lacions,1700,0,1700,26759.66
,,1120,92003,22000,Material d'oficina,34000,89150,123150,52433.29
,,1120,92003,22002,Material informàtic,2635,0,2635,2860.06
,,1120,92003,22602,Publicitat i propaganda,42500,131637,174137,223191.68
,,1120,92003,22706,Estudis i treballs tècnics,42500,237249.15,279749.15,218178.34
,,1130,91203,15000,Productivitat,0,0,0,1945.44
,,1200,92503,13002,ALTRES REMUNERACIONS.,0,0,0,880
,,1200,92503,15000,Productivitat,0,0,0,5265.96
,,1200,92503,22699,Altres despeses,1785,0,1785,1703.62
,,1200,92503,48901,Altres transferències,850,0,850,0
,,1200,92503,11000,Retribucions Bàsiques Eventual Gabinets,13308.6,0,13308.6,13308.6
