#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,0000,38901,Reintegraments pressupostos tancats,0,0,0,
,,0000,39300,Interessos de demora,0,0,0,
,,0000,39903,imprevistos,0,0,0,
,,0000,39915,Execució de fiances,0,0,0,
,,0000,39924,Indemnitzacions patrimonials-compres i gestió patrimonial,50000,0,50000,
,,0000,39926,Generalitat de Catalunya. Impost estades turístiques.,0,0,0,
,,0000,45080,Altres subv.corrents de la Adm.General Generalitat Catalunya,0,0,0,
,,0000,55002,Concessions administratives,0,0,0,
,,0000,59901,Altres ingressos patrimonials,0,27450.9,27450.9,
,,0000,68001,REINTEGRAMENTS PRESSUPOST TANCATS (DESPESES CAPITAL),0,0,0,
,,0000,87000,Per a despeses generals,0,6488198.89,6488198.89,
,,0000,87010,Per a despesa amb finançament afectat,0,3045621.62,3045621.62,
,,0000,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,0,0,
,,0000,10000,Impost sobre la renda de les persones físiques,1337000,0,1337000,
,,0000,11300,Impost sobre bens immobles,18995000,0,18995000,
,,0000,11500,Impost vehicles tracció mecànica,4400000,0,4400000,
,,0000,11600,Impost sobre l'increment valor terrenys naturalesa urbana,2950000,0,2950000,
,,0000,13000,Impost activitats econòmiques empresarials,1860000,0,1860000,
,,0000,21000,Impost sobre el valor afegit,1875000,0,1875000,
,,0000,22000,Impost especial sobre l'alcohol i begudes derivades,31000,0,31000,
,,0000,22001,Impost especial sobre la cervesa,10000,0,10000,
,,0000,22003,Impost especial sobre el tabac,179000,0,179000,
,,0000,22004,Impost especial sobre hidrocarburs,333000,0,333000,
,,0000,22006,Impost especial sobre productes intermitjos,670,0,670,
,,0000,29000,"Impost construccions, instal·lacions i obres",180000,0,180000,
,,0000,32501,Expedició de documents,40400,0,40400,
,,0000,33001,Taxa d'estacionament de vehicles de mobilitat reduïda,4040,0,4040,
,,0000,33101,Guals i reserves estacionament,555500,0,555500,
,,0000,33205,"Companyies aigua, llum, gas, tel.",1050000,0,1050000,
,,0000,33501,Taules i cadires,151500,0,151500,
,,0000,33903,Ocupació de la via pública,404000,0,404000,
,,0000,39190,Multes dels serveis,80000,0,80000,
,,0000,39922,Premi cobrança recàrrec provincial IAE,4400,0,4400,
,,0000,42010,Fons complementari de finançament,40600000,0,40600000,
,,0000,42020,Compensació IAE,1604000,0,1604000,
,,0000,45000,Generalitat-Fons de cooperació local de Catalunya,485000,0,485000,
,,1000,45002,Tran Ctes en compliment conv serv soc i polit d'igual,0,528705.37,528705.37,
,,1000,45080,Altres subv.corrents de la Adm.General Generalitat Catalunya,0,0,0,
,,1000,49100,Mº Economia y Hacienda URBAN,0,18625.59,18625.59,
,,1000,75002,Trans.cap en compliment de conv.serv.soc i polít. de igualda,0,0,0,
,,1000,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,0,0,
,,1000,79100,Transf.de l'exterior. Fons Feder,0,0,0,
,,1100,45080,Altres subv.corrents de la Adm.General Generalitat Catalunya,0,0,0,
,,1100,49100,Mº Economia y Hacienda URBAN,0,0,0,
,,1300,45002,Tran Ctes en compliment conv serv soc i polit d'igual,0,0,0,
,,1300,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,415928.39,415928.39,
,,1300,46119,Subvencions Diputació de Barcelona. Oficina Tècnica Laboral,0,17223.52,17223.52,
,,1300,46124,Diputació.Recull d'activitats suport activitat empresarial,0,128852.64,128852.64,
,,1300,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,1209987.27,1209987.27,
,,1300,46199,Diputació Barcelona. Subvencions,0,0,0,
,,1300,46400,Subvencions Àrea Metropolitana de Barcelona,0,6420.76,6420.76,
,,1300,46500,Consell comarcal del Barcelonès,0,0,0,
,,1300,48000,Fundació INFORM. Programa SEFED,0,0,0,
,,1600,46121,"Diputació Barcelona. Cooperació, solidaritat",0,10000,10000,
