#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,1001,91201,1000000,Retribucions bàsiques càrrecs electes,862874.19,-8200,854674.19,811049.27
,,1001,91201,1600000,Seguretat Social,234699.12,0,234699.12,216445.55
,,1001,91201,1600900,Muface,1093.8,0,1093.8,0
,,1100,23201,2279909,Altres treballs realitzats per altres empreses,16000,0,16000,13593.37
,,1100,92001,4890100,Altres transferències,0,4130,4130,4102.64
,,1100,92001,1100000,Retribucions bàsiques eventual gabinets,13308.6,0,13308.6,13308.6
,,1100,92001,1100100,Retribucions complementàries eventual gabinets,56691.4,0,56691.4,56691.4
,,1100,92001,1600000,Seguretat Social,13769.28,0,13769.28,13769.28
,,1100,92001,2260217,Gestió i publicitat Llei de Barrris,43000,114515.58,157515.58,120057.36
,,1100,92001,2260300,Anuncis oficials,1200,0,1200,0
,,1100,92001,2269900,Altres despeses,6000,0,6000,4564.71
,,1100,92001,2270600,Estudis i treballs tècnics,19000,0,19000,28987.81
,,1100,92001,4490100,"Transferències a Grameimpuls, SA (Llei Barris/ Cofinançament",208270.94,-107385,100885.94,100885.94
,,1110,91202,1100000,Retribucions bàsiques eventual gabinets,17665.72,0,17665.72,17429.34
,,1110,91202,1100100,Retribucions complementàries eventual gabinets,46691.4,0,46691.4,47103.28
,,1110,91202,1300000,Retribucions bàsiques personal laboral,25592.12,0,25592.12,26265.59
,,1110,91202,1300200,Altres retribucions personal laboral,13409.88,0,13409.88,12851.14
,,1110,91202,1600000,Seguretat Social,26228.04,0,26228.04,26229.56
,,1110,91202,4890500,Transferències als Grups municipals,77700,0,77700,77700
,,1120,49101,4670200,Transferències a Localret,14278,0,14278,14006.89
,,1120,92003,1620900,Premi antiguitat 2014,0,0,0,1185.62
,,1120,92003,6400000,Despeses en inversions de caràcter immaterial,0,165.73,165.73,165.73
,,1120,92003,1200000,Retribució sou base funcionari A1,17978.62,0,17978.62,18137.43
,,1120,92003,1200400,Retribució sou base funcionari C2,10206.97,0,10206.97,10297.56
,,1120,92003,1200600,Triennis,2233.5,0,2233.5,2409.78
,,1120,92003,1210000,Complement destí  funcionaris,9238.92,0,9238.92,9468.9
,,1120,92003,1210100,Complement específic funcionaris,19847.4,0,19847.4,20643.87
,,1120,92003,1300000,Retribucions bàsiques personal laboral,250986.72,0,250986.72,248761.62
,,1120,92003,1300200,Altres retribucions personal laboral,64941.84,0,64941.84,62653.72
,,1120,92003,1310000,Retribucions personal Laboral eventual,31860.52,0,31860.52,56760.93
,,1120,92003,1430000,Despeses per substitució,28430.2,0,28430.2,6135.6
,,1120,92003,1600000,Seguretat Social,135521.49,0,135521.49,128516.47
,,1120,92003,2130100,Manteniment instal.lacions,1700,0,1700,0
,,1120,92003,2200000,Material d'oficina,20000,5000,25000,12011.05
,,1120,92003,2200100,"Premsa, revistes i llibres",1000,0,1000,14406.53
,,1120,92003,2200200,Material informàtic,2600,0,2600,602.57
,,1120,92003,2260200,Publicitat i propaganda,61000,0,61000,97140.57
,,1120,92003,2260300,Anuncis oficials,1000,-165.73,834.27,0
,,1120,92003,2269900,Altres despeses,5355,49000,54355,26599.07
,,1120,92003,2270600,Estudis i treballs tècnics,26500,10000,36500,19382.6
,,1200,91203,1620900,Altres despeses socials,0,0,0,329.11
,,1200,91203,1200300,Retribució sou base funcionari C1,77969.34,0,77969.34,80629.19
,,1200,91203,1200600,Triennis,9938.07,0,9938.07,10562.34
,,1200,91203,1210000,Complement destí  funcionaris,26573.4,0,26573.4,24717.94
,,1200,91203,1210100,Complement específic funcionaris,73430.4,0,73430.4,72099.43
,,1200,91203,1210300,Altres complements funcionaris,5634,0,5634,5538.42
,,1200,91203,1300000,Retribucions bàsiques personal laboral,54543.56,0,54543.56,54874.34
,,1200,91203,1300200,Altres retribucions personal laboral,10084.56,0,10084.56,10084.56
,,1200,91203,1600000,Seguretat Social,68460.87,0,68460.87,66716.54
,,1200,91203,2230000,Transports,400,0,400,58.34
,,1200,91203,2260100,Atencions protocolàries,7200,0,7200,5849.05
