#Área,Política,Grupo,Programa,Descripción
#
# Áreas de gasto y Políticas, definidas en la Orden HAP/419/2014 y comunes a todas las EELL.
# Ver http://www.boe.es/diario_boe/txt.php?id=BOE-A-2014-2922
0,,,,Deute públic
0,1,,,Deute públic
1,,,,Serveis públics bàsics
1,3,,,Seguretat i mobilitat ciutadana
1,5,,,Habitatge i urbanisme
1,6,,,Benestar comunitari
1,7,,,Medi ambient
2,,,,Actuacions de protecció i promoció social
2,1,,,Pensions
2,2,,,Altres prestacions econòmiques a favor d'empleats
2,3,,,Serveis socials i promoció social
2,4,,,Foment de l'ocupació
3,,,,Producció de béns públics de caràcter preferent
3,1,,,Sanitat
3,2,,,Educació
3,3,,,Cultura
3,4,,,Esport
4,,,,Actuacions de caràcter econòmic
4,1,,,"Agricultura, ramaderia i pesca"
4,2,,,Indústria i energia
4,3,,,"Comerç, turisme i petites i mitjanes empreses"
4,4,,,Transport públic
4,5,,,Infraestructures
4,6,,,"Investigació, desenvolupament e innovació"
4,9,,,Altres actuacions de caràcter econòmic
9,,,,Actuacions de caràcter general
9,1,,,Òrgans de govern
9,2,,,Serveis de caràcter general
9,3,,,Administració financera i tributària
9,4,,,Transferències a altres administracions públiques
#
# Programas específicos de Santa Coloma de Gramenet
#
0,1,1,01,"Deute públic"
1,3,2,00,"Seguretat i ordre públic"
1,3,3,00,"Ordenació del tràfic i de l'estacionament"
1,3,3,01,"Arrossegament de vehicles"
1,3,5,00,"Protecció civil"
1,5,0,00,"Administració general d'habitatge i urbanisme"
1,5,0,01,"Personal recursos i prestacions àrea d'urbanisme"
1,5,0,02,"Acció Territorial"
1,5,0,03,"Obres públiques"
1,5,1,00,"Urbanisme"
1,5,1,10,"Urbanisme: Disciplina urbanística"
1,5,1,20,"Urbanisme: Gestió urbanística"
1,5,2,10,"15210"
1,5,2,20,"15220"
1,5,3,00,"Manteniment via pública"
1,5,3,10,"Accès als nuclis de població"
1,5,3,20,"Pavimentació via pública"
1,5,3,30,"Manteniment escales mecàniques"
1,6,0,00,"Clavegueram"
1,6,2,11,"Recollida de residus voluminosos"
1,6,2,12,"Recollida de residus selectiva"
1,6,2,21,"Deixalleries i punts verds"
1,6,3,00,"Neteja viària"
1,6,3,01,"Neteja viària vertical"
1,6,3,02,"Neteja d'accessos mecànics"
1,6,5,00,"Enllumenament públic"
1,6,5,01,"Enllumenament públic. Semàfors"
1,6,5,02,"Enllumenament públic. Escales mecàniques"
1,7,0,00,"Administració general del medi ambient"
1,7,1,00,"Parcs i jardins"
1,7,2,00,"Protecció i millora del medi ambient"
1,7,2,20,"Educació i sensibilització ambiental"
1,7,2,30,"Medi natural"
2,3,1,00,"Administració general serveis socials i promoció social"
2,3,1,01,"Servei social bàsic: S.A.D. (Fitxa 1)"
2,3,1,02,"Servei social bàsic: Servei de teleassistència"
2,3,1,03,"Arranjament d'habitatges"
2,3,1,04,"Atenció social a disminuïts"
2,3,1,05,"Atenció social a les famílies"
2,3,1,06,"Promoció activitats serveis socials"
2,3,1,07,"Atenció social drogodependències"
2,3,1,08,"Personal vincular al contracte programa serveis socials"
2,3,1,09,"solidaritat i cooperació"
2,3,1,10,"Transport persones majors de 62 anys"
2,3,1,11,"Atenció a les persones amb discapacitat"
2,3,1,12,"Menjador social"
2,3,1,13,"Suport i promoció social dones"
2,3,1,15,"Fons d'ajuts socials"
2,3,1,16,"Atenció a les persones vulnerables per raó de l'edat"
2,3,1,17,"CIRD"
2,3,1,18,"Pla local contra l'exclussió social"
2,3,1,19,"Programa d'ajuts per a persones majors de 65 anys"
2,3,1,20,"Programa d'ajuts a les famílies monoparentals"
2,3,1,21,"23121"
2,4,1,00,"Foment de l'ocupació"
3,1,1,00,"Administració general servei de salut i consum"
3,1,1,01,"Promoció i prevenció salut"
3,1,1,02,"Vigilància i salut pública establiments comercials"
3,1,1,03,"Servei salut i consum. Zoonosi"
3,2,0,00,"administració general de l'educació"
3,2,0,01,"Planificació educativa"
3,2,3,00,"Adminisgtració general centres docents primària"
3,2,3,01,"Gestió escoles bressol municipals"
3,2,3,02,"Conservació, manteniment i vigilància centres públics d'educació"
3,2,4,03,"32403"
3,2,4,06,"Programes i actuacions d'acolliment lingüístic"
3,2,6,00,"Altres activitats educatives complementàries"
3,2,6,01,"Casals infantils"
3,2,6,02,"Transport escolar"
3,2,6,03,"Casal del mestre"
3,2,6,04,"Programa reutilització llibres de text"
3,2,6,05,"Programa ajuts adquisició ordinadors ESO"
3,2,6,06,"Patronat Municipal de la Música"
3,2,6,07,"Altres activitats educatives complementèries. Currículum"
3,2,6,08,"Pla educatiu entorn"
3,2,6,09,"Serveis complementaris d'educació. Universitats"
3,2,7,00,"Foment de la convivència ciutadana"
3,3,0,00,"Administració general cultura"
3,3,2,10,"Despeses comunes biblioteques"
3,3,2,11,"Biblioteca Central"
