#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,0,38901,Reintegraments pressupostos tancats,0,0,0,84678.92
,,0,39300,Interessos de demora,0,0,0,1206.95
,,0,39903,imprevistos,0,0,0,51851.94
,,0,39915,Execució de fiances,0,0,0,214.11
,,0,39924,Indemnitzacions patrimonials-compres i gestió patrimonial,50000,0,50000,1257.1
,,0,39926,Generalitat de Catalunya. Impost estades turístiques.,0,0,0,10815.47
,,0,45080,Altres subv.corrents de la Adm.General Generalitat Catalunya,0,0,0,0
,,0,55002,Concessions administratives,0,0,0,18590.25
,,0,59901,Altres ingressos patrimonials,0,27450.9,27450.9,27450.9
,,0,68001,REINTEGRAMENTS PRESSUPOST TANCATS (DESPESES CAPITAL),0,0,0,0
,,0,87000,Per a despeses generals,0,6488198.89,6488198.89,0
,,0,87010,Per a despesa amb finançament afectat,0,3045621.62,3045621.62,0
,,0,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,0,0,0
,,0,91303,Préstecs entitat financera Caixa Est. Catalunya,0,0,0,0
,,0,10000,Impost sobre la renda de les persones físiques,1337000,0,1337000,1432175.34
,,0,11300,Impost sobre bens immobles,18995000,0,18995000,19041131.76
,,0,11500,Impost vehicles tracció mecànica,4400000,0,4400000,4232754.23
,,0,11600,Impost sobre l'increment valor terrenys naturalesa urbana,2950000,0,2950000,4881789.65
,,0,13000,Impost activitats econòmiques empresarials,1860000,0,1860000,2121740.99
,,0,21000,Impost sobre el valor afegit,1875000,0,1875000,2105757.04
,,0,22000,Impost especial sobre l'alcohol i begudes derivades,31000,0,31000,25791.46
,,0,22001,Impost especial sobre la cervesa,10000,0,10000,10422.98
,,0,22003,Impost especial sobre el tabac,179000,0,179000,165954.21
,,0,22004,Impost especial sobre hidrocarburs,333000,0,333000,372196.64
,,0,22006,Impost especial sobre productes intermitjos,670,0,670,828.7
,,0,29000,"Impost construccions, instal·lacions i obres",180000,0,180000,121580.17
,,0,32501,Expedició de documents,40400,0,40400,58846.24
,,0,33001,Taxa d'estacionament de vehicles de mobilitat reduïda,4040,0,4040,11531.47
,,0,33101,Guals i reserves estacionament,555500,0,555500,608139.71
,,0,33205,"Companyies aigua, llum, gas, tel.",1050000,0,1050000,1054697.9
,,0,33501,Taules i cadires,151500,0,151500,192946.15
,,0,33903,Ocupació de la via pública,404000,0,404000,389135.81
,,0,39190,Multes dels serveis,80000,0,80000,185512.99
